      36,   0.056339,   1.014039,   0.014832
      52,   0.043399,   1.000610,   0.002747
      67,   0.024232,   0.994018,  -0.016297
      83,   0.005555,   0.986449,  -0.036318
      98,  -0.007996,   0.979247,  -0.060490
     114,  -0.016542,   0.974608,  -0.078679
     129,  -0.027529,   0.962766,  -0.113715
     145,  -0.037295,   0.957029,  -0.138497
     161,  -0.042788,   0.956540,  -0.153513
     176,  -0.048770,   0.956296,  -0.180126
     192,  -0.059391,   0.959592,  -0.204541
     208,  -0.051212,   0.970335,  -0.195263
     223,  -0.033510,   0.985106,  -0.163523
     239,  -0.012757,   1.003296,  -0.119941
     254,   0.004700,   1.014894,  -0.084295
     270,   0.016786,   1.023073,  -0.058658
     286,   0.023744,   1.032351,  -0.043521
     301,   0.027406,   1.041629,  -0.032900
     317,   0.018617,   1.048465,  -0.026308
     333,   0.008729,   1.050784,  -0.019105
     348,  -0.006775,   1.047732,  -0.015443
     364,  -0.057316,   1.009888,  -0.000427
     380,  -0.088079,   0.970335,   0.012879
     395,  -0.124702,   0.929805,   0.000061
     411,  -0.138619,   0.930294,  -0.003113
     426,  -0.133858,   0.945920,  -0.022157
     442,  -0.129463,   0.979613,  -0.074773
     457,  -0.133614,   0.979857,  -0.044497
     473,  -0.163523,   1.047976,  -0.026308
     489,  -0.177074,   1.030153,   0.058780
     504,  -0.238113,   0.964842,   0.081853
     520,  -0.295978,   0.897455,   0.064396
     536,  -0.294635,   0.860099,   0.002258
     551,  -0.300128,   0.865348,  -0.028505
     567,  -0.272417,   0.886224,  -0.024843
     583,  -0.308063,   0.988158,  -0.042666
     598,  -0.328084,   0.913203,   0.041323
     614,  -0.371055,   0.830190,   0.084417
     629,  -0.397058,   0.797229,   0.106513
     645,  -0.394983,   0.881707,   0.054508
     661,  -0.361045,   0.973021,  -0.034731
     676,  -0.342611,   0.965208,  -0.088079
     692,  -0.347983,   0.913325,  -0.080022
     708,  -0.402063,   0.890252,  -0.126656
     723,  -0.423427,   0.843985,  -0.059025
     739,  -0.437710,   0.821766,  -0.023866
     754,  -0.451016,   0.805652,  -0.005066
     770,  -0.437466,   0.791491,   0.047916
     785,  -0.446499,   0.805896,  -0.060123
     801,  -0.414637,   0.800281,  -0.033266
     817,  -0.410364,   0.798328,  -0.006897
     833,  -0.410853,   0.787218,  -0.010316
     848,  -0.438809,   0.802966,  -0.039492
     864,  -0.434780,   0.770494,  -0.008484
     879,  -0.482146,   0.824940,  -0.000549
     895,  -0.472380,   0.947995,  -0.030214
     911,  -0.410609,   0.953122,   0.045718
     926,  -0.460783,   0.983764,   0.013368
     942,  -0.446133,   0.961423,   0.031923
     957,  -0.457731,   0.883782,   0.070744
     973,  -0.477629,   0.835317,   0.148752
     989,  -0.495819,   0.868400,   0.065128
    1004,  -0.521943,   0.846915,   0.081487
    1020,  -0.516450,   0.885125,   0.021913
    1036,  -0.529390,   0.916133,  -0.000794
    1051,  -0.543185,   0.931636,   0.043399
    1067,  -0.583227,   0.881585,   0.067448
    1082,  -0.605445,   0.815785,   0.099066
    1098,  -0.609717,   0.747177,   0.124214
    1114,  -0.630593,   0.755722,   0.049380
    1129,  -0.617652,   0.799304,  -0.039004
    1145,  -0.559910,   0.817982,  -0.029604
    1161,  -0.517305,   0.817250,  -0.018495
    1176,  -0.503754,   0.848501,  -0.018617
    1192,  -0.509492,   0.856436,  -0.007019
    1207,  -0.506440,   0.849112,   0.018129
    1223,  -0.513398,   0.841421,   0.034853
    1239,  -0.489105,   0.836172,   0.054630
    1254,  -0.447476,   0.850577,   0.047793
    1270,  -0.412562,   0.863517,   0.023500
    1285,  -0.404749,   0.835317,   0.040713
    1301,  -0.362754,   0.852164,   0.057193
    1317,  -0.430629,   0.910883,   0.055362
    1332,  -0.337240,   0.903559,   0.136788
    1348,  -0.314289,   0.903070,   0.136666
    1364,  -0.312336,   0.869499,   0.188305
    1379,  -0.306476,   0.893548,   0.122383
    1395,  -0.270341,   0.947262,   0.086126
    1411,  -0.226271,   0.956907,   0.086858
    1426,  -0.200391,   0.964720,   0.064762
    1442,  -0.146066,   0.981566,   0.156565
    1457,  -0.119941,   1.025392,   0.138131
    1473,  -0.097479,   1.022218,   0.130196
    1489,  -0.090399,   0.977293,   0.133248
    1504,  -0.095892,   0.920771,   0.141061
    1520,  -0.086980,   0.911005,   0.136178
    1536,  -0.042666,   0.937374,   0.141793
    1551,   0.026796,   0.982299,   0.120308
    1567,   0.068425,   1.002930,   0.102728
    1582,   0.076115,   0.983153,   0.100165
    1598,   0.057315,   0.923091,   0.107001
    1613,   0.024599,   0.915766,   0.125557
    1629,   0.047916,   0.930171,   0.114814
    1645,   0.122871,   0.949826,   0.133492
    1661,   0.189892,   0.994751,   0.115425
    1676,   0.195385,   1.007081,   0.108100
    1692,   0.193066,   0.995483,   0.073796
    1707,   0.212110,   0.970945,   0.034731
    1723,   0.242263,   0.962522,   0.054752
    1739,   0.250443,   0.964842,   0.075261
    1754,   0.253250,   0.983275,   0.111152
    1770,   0.261430,   0.989379,   0.133492
    1785,   0.275713,   0.976805,   0.120430
    1801,   0.280596,   0.980590,   0.128975
    1817,   0.274370,   0.981200,   0.137032
    1832,   0.283404,   0.973509,   0.125923
    1848,   0.283037,   0.934688,   0.082586
    1864,   0.288409,   0.912836,   0.049014
    1879,   0.280718,   0.908198,   0.061954
    1895,   0.260453,   0.928218,   0.097479
    1910,   0.246902,   0.921260,   0.148752
    1926,   0.263261,   0.926753,   0.186596
    1941,   0.255936,   0.908320,   0.083806
    1957,   0.279741,   0.955808,   0.079412
    1973,   0.295245,   0.940304,   0.111030
    1989,   0.289874,   0.895990,   0.156443
    2004,   0.280596,   0.902948,   0.170726
    2020,   0.287188,   0.911982,   0.190624
    2035,   0.286456,   0.916255,   0.254227
    2051,   0.288287,   0.897333,   0.241165
    2067,   0.321980,   0.901727,   0.194653
    2082,   0.370567,   0.912226,   0.141793
    2098,   0.414759,   0.932735,   0.137154
    2113,   0.428188,   0.935055,   0.138375
    2129,   0.414515,   0.944699,   0.164134
    2155,   0.390832,   0.926631,   0.203321
    2171,   0.391809,   0.929073,   0.221266
    2186,   0.422816,   0.939816,   0.224440
    2202,   0.442837,   0.933223,   0.192089
    2217,   0.464689,   0.951413,   0.166941
    2233,   0.472746,   0.964597,   0.151438
    2249,   0.464933,   0.964353,   0.153269
    2264,   0.453580,   0.975340,   0.160593
    2280,   0.448819,   0.969969,   0.178539
    2296,   0.435268,   0.941159,   0.188671
    2311,   0.414637,   0.934933,   0.174876
    2327,   0.406824,   0.965818,   0.148141
    2342,   0.400720,   0.964964,   0.125191
    2358,   0.392541,   0.953366,   0.129219
    2373,   0.371300,   0.975462,   0.139230
    2389,   0.348715,   0.965452,   0.124458
    2405,   0.326863,   0.955564,   0.094671
    2421,   0.298541,   0.894769,   0.112250
    2436,   0.271440,   0.853263,   0.086736
    2452,   0.238845,   0.843740,   0.103095
    2467,   0.186474,   0.930782,   0.072941
    2483,   0.143991,   0.944821,   0.042300
    2499,   0.136056,   0.919307,   0.062199
    2514,   0.134469,   0.900629,   0.094427
    2530,   0.124458,   0.919429,   0.114570
    2545,   0.108466,   0.903925,   0.098700
    2561,   0.073918,   0.881585,   0.103827
    2577,   0.040835,   0.908930,   0.101752
    2592,   0.029482,   0.952512,   0.089422
    2608,   0.030581,   0.996216,   0.085882
