      28,  -0.004397,   0.012207,   0.032715,  -0.083806,   0.941403,  -0.136788, 0,0,0,0
      43,  -0.008793,   0.015625,   0.032227,  -0.085760,   0.938107,  -0.135323, 0,0,0,0
      59,  -0.012213,   0.017578,   0.032715,  -0.084173,   0.939205,  -0.134224, 0,0,0,0
      74,  -0.013679,   0.018066,   0.033203,  -0.083318,   0.939449,  -0.133736, 0,0,0,0
      90,  -0.014656,   0.017090,   0.031250,  -0.078557,   0.944821,  -0.133492, 0,0,0,0
     105,  -0.016610,   0.015137,   0.028320,  -0.074895,   0.944332,  -0.135323, 0,0,0,0
     121,  -0.016610,   0.013184,   0.023926,  -0.070622,   0.945065,  -0.134957, 0,0,0,0
     137,  -0.016610,   0.009766,   0.019043,  -0.068669,   0.944577,  -0.134835, 0,0,0,0
     152,  -0.016121,   0.005859,   0.015625,  -0.066838,   0.941281,  -0.138741, 0,0,0,0
     168,  -0.017098,   0.000977,   0.012695,  -0.063664,   0.937374,  -0.141305, 0,0,0,0
     183,  -0.020029,  -0.003420,   0.008789,  -0.063419,   0.937862,  -0.141305, 0,0,0,0
     199,  -0.024426,  -0.008305,   0.005859,  -0.062931,   0.939327,  -0.141183, 0,0,0,0
     214,  -0.028823,  -0.012213,   0.001465,  -0.060367,   0.941159,  -0.143747, 0,0,0,0
     230,  -0.032731,  -0.016121,  -0.000977,  -0.060245,   0.941281,  -0.147287, 0,0,0,0
     245,  -0.036639,  -0.020518,  -0.004397,  -0.059757,   0.941769,  -0.149973, 0,0,0,0
     261,  -0.040059,  -0.024915,  -0.006839,  -0.059635,   0.942990,  -0.152902, 0,0,0,0
     277,  -0.042501,  -0.030288,  -0.009282,  -0.062565,   0.942868,  -0.154245, 0,0,0,0
     292,  -0.043967,  -0.034196,  -0.010747,  -0.068303,   0.942623,  -0.154856, 0,0,0,0
     308,  -0.046409,  -0.037616,  -0.011236,  -0.069401,   0.938595,  -0.154123, 0,0,0,0
     323,  -0.051295,  -0.040547,  -0.011236,  -0.071354,   0.936153,  -0.155222, 0,0,0,0
     339,  -0.058134,  -0.043478,  -0.009770,  -0.071721,   0.936520,  -0.155344, 0,0,0,0
     355,  -0.067416,  -0.045432,  -0.010259,  -0.072575,   0.936764,  -0.157541, 0,0,0,0
     370,  -0.088422,  -0.054714,  -0.012213,  -0.071354,   0.952634,  -0.161448, 0,0,0,0
     386,  -0.072301,  -0.059111,  -0.029800,  -0.073308,   0.972777,  -0.154123, 0,0,0,0
     401,  -0.038105,  -0.050318,  -0.061065,  -0.079656,   0.987426,  -0.151193, 0,0,0,0
     417,   0.008301,  -0.035662,  -0.082071,  -0.096136,   0.982909,  -0.155466, 0,0,0,0
     432,   0.027344,  -0.016121,  -0.075721,  -0.105292,   0.973875,  -0.155832, 0,0,0,0
     448,   0.028809,   0.007324,  -0.051295,  -0.104682,   0.962034,  -0.150339, 0,0,0,0
     464,  -0.014167,   0.025879,  -0.010747,  -0.094671,   0.943600,  -0.142037, 0,0,0,0
     479,  -0.041524,   0.021973,   0.015625,  -0.088445,   0.953977,  -0.135445, 0,0,0,0
     495,  -0.052760,  -0.003420,   0.026367,  -0.084905,   0.970823,  -0.121651, 0,0,0,0
     510,  -0.050318,  -0.038593,   0.021973,  -0.084783,   0.973387,  -0.119941, 0,0,0,0
     526,  -0.050318,  -0.061553,   0.021484,  -0.097357,   0.969236,  -0.131050, 0,0,0,0
     541,  -0.045921,  -0.067416,   0.031738,  -0.099188,   0.968382,  -0.139596, 0,0,0,0
     557,  -0.043967,  -0.065462,   0.046875,  -0.108344,   0.959104,  -0.145089, 0,0,0,0
     572,  -0.044944,  -0.057157,   0.050293,  -0.105414,   0.965208,  -0.140206, 0,0,0,0
     588,  -0.041036,  -0.049340,   0.045898,  -0.101386,   0.958860,  -0.139230, 0,0,0,0
     604,  -0.046898,  -0.042990,   0.031738,  -0.095404,   0.959714,  -0.136056, 0,0,0,0
     619,  -0.045432,  -0.035662,   0.003906,  -0.094183,   0.965086,  -0.135201, 0,0,0,0
     635,  -0.029311,  -0.029311,  -0.028334,  -0.096258,   0.972410,  -0.132027, 0,0,0,0
     650,  -0.010747,  -0.025892,  -0.050806,  -0.103949,   0.974608,  -0.130440, 0,0,0,0
     666,   0.001465,  -0.016610,  -0.079140,  -0.111518,   0.986449,  -0.128975, 0,0,0,0
     682,   0.019043,  -0.006839,  -0.086468,  -0.120186,   0.969358,  -0.131905, 0,0,0,0
     697,   0.000488,   0.003906,  -0.071812,  -0.122505,   0.965330,  -0.139474, 0,0,0,0
     713,  -0.020518,   0.015137,  -0.060088,  -0.123482,   0.973021,  -0.136788, 0,0,0,0
     728,  -0.031754,   0.023926,  -0.051295,  -0.121284,   0.985106,  -0.126289, 0,0,0,0
     744,  -0.017587,   0.021973,  -0.042013,  -0.119331,   0.986938,  -0.125679, 0,0,0,0
     759,  -0.023937,   0.016113,  -0.020518,  -0.112983,   0.973997,  -0.123848, 0,0,0,0
     775,  -0.035173,   0.005859,   0.001465,  -0.115547,   0.979125,  -0.122505, 0,0,0,0
     791,  -0.037616,  -0.006351,   0.017090,  -0.118354,   0.984618,  -0.123115, 0,0,0,0
     806,  -0.029800,  -0.013679,   0.029297,  -0.118965,   0.978881,  -0.122749, 0,0,0,0
     822,  -0.028334,  -0.011724,   0.036621,  -0.114936,   0.979491,  -0.127266, 0,0,0,0
     837,  -0.021983,  -0.007328,   0.039062,  -0.116401,   0.974852,  -0.124825, 0,0,0,0
     853,  -0.022960,   0.000000,   0.028320,  -0.112617,   0.981566,  -0.122261, 0,0,0,0
     868,  -0.007816,   0.011230,   0.013672,  -0.099676,   0.978026,  -0.123237, 0,0,0,0
     884,  -0.000489,   0.020020,   0.001953,  -0.100653,   0.969114,  -0.123237, 0,0,0,0
     899,   0.007324,   0.025879,  -0.000977,  -0.091497,   0.960447,  -0.124336, 0,0,0,0
     915,   0.000488,   0.029297,  -0.005374,  -0.088690,   0.963621,  -0.125069, 0,0,0,0
     931,   0.005859,   0.027344,  -0.010747,  -0.081487,   0.966307,  -0.119697, 0,0,0,0
     946,  -0.001466,   0.021484,  -0.014656,  -0.080388,   0.949338,  -0.119209, 0,0,0,0
     962,  -0.018075,   0.010742,  -0.011236,  -0.080632,   0.958982,  -0.117134, 0,0,0,0
     977,  -0.017098,  -0.003420,  -0.013190,  -0.088567,   0.963987,  -0.119209, 0,0,0,0
     993,  -0.022960,  -0.009770,  -0.004885,  -0.087102,   0.961912,  -0.127266, 0,0,0,0
    1008,  -0.024915,  -0.010747,   0.008301,  -0.087469,   0.961545,  -0.130440, 0,0,0,0
    1024,  -0.018564,  -0.012213,   0.019043,  -0.079534,   0.957395,  -0.129952, 0,0,0,0
    1040,  -0.009770,  -0.013679,   0.020020,  -0.068791,   0.957883,  -0.127266, 0,0,0,0
    1055,  -0.003420,  -0.017587,   0.009277,  -0.075749,   0.943356,  -0.122017, 0,0,0,0
    1071,  -0.022472,  -0.014167,  -0.005862,  -0.080632,   0.934078,  -0.124580, 0,0,0,0
    1086,  -0.049829,  -0.006839,  -0.029311,  -0.081487,   0.944455,  -0.124580, 0,0,0,0
    1102,  -0.048852,  -0.005374,  -0.061553,  -0.079778,   0.963377,  -0.115180, 0,0,0,0
    1118,  -0.040547,  -0.011724,  -0.086957,  -0.083806,   0.958249,  -0.117012, 0,0,0,0
    1133,  -0.037128,  -0.028334,  -0.104055,  -0.095892,   0.963499,  -0.117866, 0,0,0,0
    1149,  -0.039082,  -0.044455,  -0.104543,  -0.107123,   0.963255,  -0.120430, 0,0,0,0
    1164,  -0.049340,  -0.061065,  -0.087934,  -0.119209,   0.965086,  -0.123726, 0,0,0,0
    1180,  -0.061553,  -0.064973,  -0.060088,  -0.126778,   0.975096,  -0.122383, 0,0,0,0
    1195,  -0.063508,  -0.064485,  -0.037128,  -0.137032,   0.978881,  -0.119819, 0,0,0,0
    1211,  -0.062042,  -0.061553,  -0.023937,  -0.161936,   0.989745,  -0.116279, 0,0,0,0
    1226,  -0.054714,  -0.031265,  -0.014167,  -0.173411,   1.002686,  -0.125313, 0,0,0,0
    1242,  -0.013190,   0.022949,  -0.013679,  -0.175853,   1.023439,  -0.127632, 0,0,0,0
    1258,   0.030762,   0.066895,  -0.010747,  -0.161936,   1.013428,  -0.126411, 0,0,0,0
    1273,   0.054688,   0.083496,   0.004395,  -0.151193,   1.016358,  -0.115913, 0,0,0,0
    1289,   0.087891,   0.082520,   0.041016,  -0.148141,   1.010987,  -0.123604, 0,0,0,0
    1304,   0.092773,   0.095215,   0.075684,  -0.152292,   1.021852,  -0.132149, 0,0,0,0
    1320,   0.105957,   0.124512,   0.164551,  -0.136056,   1.016114,  -0.149728, 0,0,0,0
    1336,   0.089844,   0.148438,   0.294922,  -0.101630,   1.014894,  -0.168040, 0,0,0,0
    1351,  -0.002443,   0.162598,   0.486328,  -0.148019,   0.993530,  -0.159861, 0,0,0,0
    1367,  -0.019541,   0.086426,   0.851074,  -0.065129,   1.002686,  -0.213331, 0,0,0,0
    1382,  -0.107474,   0.086426,  -0.773815,  -0.010071,   1.018556,  -0.179515, 0,0,0,0
    1398,  -0.168539,   0.089355,  -0.398632,   0.058414,   0.946164,  -0.145822, 0,0,0,0
    1413,  -0.370787,   0.004883,   0.124512,   0.177318,   0.803089,  -0.166697, 0,0,0,0
    1429,  -0.758183,  -0.171959,   0.692383,   0.238845,   0.703351,  -0.110297, 0,0,0,0
    1445,   0.846680,  -0.390327,  -0.798241,   0.336751,   0.680034,  -0.036562, 0,0,0,0
    1460,   0.548828,  -0.535906,  -0.385931,   0.423183,   0.604590,  -0.007019, 0,0,0,0
    1476,   0.295410,  -0.491451,  -0.147533,   0.522676,   0.577000,   0.039614, 0,0,0,0
    1491,   0.200684,  -0.350269,  -0.111871,   0.624855,   0.619117,   0.078435, 0,0,0,0
    1507,   0.396973,  -0.109917,  -0.258427,   0.664164,   0.637307,   0.134591, 0,0,0,0
    1522,   0.709961,   0.147461,  -0.507084,   0.646707,   0.573582,   0.217115, 0,0,0,0
    1538,   0.940430,   0.405762,  -0.825110,   0.678203,   0.510712,   0.294391, 0,0,0,0
    1553,  -0.703469,   0.585449,   0.787109,   0.829824,   0.473356,   0.336751, 0,0,0,0
    1569,  -0.212995,   0.606934,   0.269043,   0.950192,   0.403528,   0.357749, 0,0,0,0
    1585,   0.074219,   0.502441,  -0.374206,   1.043582,   0.290606,   0.314777, 0,0,0,0
    1600,   0.057129,   0.354004,  -0.957010,   1.129402,   0.178172,   0.280107, 0,0,0,0
    1616,   0.073730,   0.222168,   0.530762,   1.161387,   0.150949,   0.252396, 0,0,0,0
    1631,   0.036133,   0.134277,   0.090820,   1.115486,   0.145334,   0.265946, 0,0,0,0
    1647,   0.022949,   0.106445,  -0.178798,   1.085210,   0.196728,   0.291339, 0,0,0,0
    1663,  -0.005862,   0.081543,  -0.422570,   1.046512,   0.215528,   0.296710, 0,0,0,0
    1678,  -0.038105,   0.056152,  -0.497313,   1.022462,   0.253495,   0.293292, 0,0,0,0
    1694,  -0.070835,   0.020508,  -0.437714,   0.972899,   0.282183,   0.284502, 0,0,0,0
    1709,  -0.120664,  -0.001954,  -0.275525,   0.956418,   0.321736,   0.281939, 0,0,0,0
    1725,  -0.120176,  -0.015633,  -0.092819,   0.924922,   0.347616,   0.281450, 0,0,0,0
    1740,  -0.116756,  -0.019541,   0.073730,   0.909418,   0.355551,   0.265092, 0,0,0,0
    1756,  -0.079140,  -0.010259,   0.189941,   0.911860,   0.341879,   0.256668, 0,0,0,0
    1772,  -0.035662,   0.007812,   0.239258,   0.922481,   0.302326,   0.245804, 0,0,0,0
    1787,  -0.112360,   0.033203,   0.249023,   0.928096,   0.240066,   0.246658, 0,0,0,0
    1803,  -0.189546,   0.041504,   0.264648,   0.947751,   0.225294,   0.250565, 0,0,0,0
    1818,  -0.269174,   0.016602,   0.305176,   0.966917,   0.212843,   0.255936, 0,0,0,0
    1834,  -0.284319,  -0.025892,   0.323730,   0.963499,   0.259354,   0.289629, 0,0,0,0
    1849,  -0.214460,  -0.047386,   0.307617,   0.959714,   0.278765,   0.301105, 0,0,0,0
    1865,  -0.101612,  -0.037128,   0.248535,   0.955930,   0.288042,   0.306965, 0,0,0,0
    1880,   0.018555,  -0.018075,   0.184082,   0.956296,   0.250809,   0.300250, 0,0,0,0
    1896,   0.043945,  -0.006839,   0.159668,   0.962766,   0.198682,   0.288653, 0,0,0,0
    1912,   0.060059,  -0.023449,   0.186523,   0.971068,   0.162058,   0.268754, 0,0,0,0
    1927,   0.036133,  -0.048852,   0.214844,   0.977416,   0.132515,   0.262162, 0,0,0,0
    1943,   0.027344,  -0.060576,   0.209961,   0.956296,   0.134713,   0.264237, 0,0,0,0
    1958,   0.018555,  -0.034685,   0.153320,   0.947018,   0.141427,   0.271806, 0,0,0,0
    1974,   0.043945,   0.000000,   0.082520,   0.951169,   0.166087,   0.281328, 0,0,0,0
    1990,   0.081543,   0.039062,  -0.018075,   0.963987,   0.153391,   0.282549, 0,0,0,0
    2005,   0.099121,   0.044922,  -0.054226,   0.982177,   0.144479,   0.281328, 0,0,0,0
    2021,   0.096191,   0.022461,  -0.031754,   0.984984,   0.111274,   0.281084, 0,0,0,0
    2036,   0.034180,  -0.022960,   0.034668,   0.990966,   0.097845,   0.272050, 0,0,0,0
    2052,  -0.023449,  -0.075232,   0.098145,   0.982543,   0.099066,   0.259476, 0,0,0,0
    2067,  -0.071812,  -0.094284,   0.124512,   0.961423,   0.114936,   0.257279, 0,0,0,0
    2083,  -0.099658,  -0.082560,   0.145508,   0.948972,   0.119209,   0.261674, 0,0,0,0
    2099,  -0.107963,  -0.056668,   0.160645,   0.928218,   0.124825,   0.261552, 0,0,0,0
    2114,  -0.096238,  -0.028334,   0.181641,   0.933346,   0.122993,   0.260087, 0,0,0,0
    2130,  -0.095261,  -0.010259,   0.195801,   0.934566,   0.108344,   0.254471, 0,0,0,0
    2145,  -0.106009,   0.002441,   0.228027,   0.935177,   0.090521,   0.246292, 0,0,0,0
    2161,  -0.119687,   0.001953,   0.272461,   0.915888,   0.074773,   0.247879, 0,0,0,0
    2176,  -0.119199,   0.005859,   0.317383,   0.903559,   0.062809,   0.247024, 0,0,0,0
    2192,  -0.027846,   0.030273,   0.331543,   0.926753,   0.069157,   0.244461, 0,0,0,0
    2207,  -0.003420,   0.063477,   0.289551,   0.949826,   0.035586,   0.228835, 0,0,0,0
    2223,   0.004395,   0.080078,   0.233887,   0.969481,   0.016908,   0.222487, 0,0,0,0
    2239,  -0.028823,   0.085449,   0.175781,   0.980223,   0.004090,   0.230300, 0,0,0,0
    2254,  -0.096238,   0.079102,   0.123047,   0.983764,  -0.013123,   0.236404, 0,0,0,0
    2270,  -0.170005,   0.045410,   0.156250,   0.970457,  -0.004944,   0.261552, 0,0,0,0
    2285,  -0.165120,   0.022949,   0.190430,   0.962766,   0.013612,   0.278154, 0,0,0,0
    2301,  -0.123596,   0.010742,   0.207031,   0.961790,   0.032045,   0.284380, 0,0,0,0
    2317,  -0.052760,   0.019043,   0.166992,   0.976073,   0.037905,   0.293292, 0,0,0,0
    2332,  -0.007816,   0.039062,   0.102051,   0.981200,   0.026064,   0.299762, 0,0,0,0
    2348,   0.043945,   0.040039,   0.023438,   0.983642,   0.012025,   0.300494, 0,0,0,0
    2363,   0.064453,   0.038086,  -0.034685,   0.989013,  -0.000671,   0.301105, 0,0,0,0
    2379,   0.063965,   0.042480,  -0.072789,   0.998413,  -0.004944,   0.301227, 0,0,0,0
    2394,   0.066895,   0.042480,  -0.114314,   1.010133,   0.004334,   0.305133, 0,0,0,0
    2410,   0.083496,   0.036133,  -0.173425,   1.020387,   0.023500,   0.306720, 0,0,0,0
    2426,   0.098633,   0.019531,  -0.254030,   1.026735,   0.052432,   0.318196, 0,0,0,0
    2441,   0.133789,  -0.006839,  -0.323400,   1.029421,   0.090399,   0.321248, 0,0,0,0
    2457,   0.229004,  -0.038593,  -0.367367,   1.019655,   0.131050,   0.339315, 0,0,0,0
    2472,   0.436035,  -0.072301,  -0.461651,   1.033938,   0.188915,   0.368248, 0,0,0,0
    2488,   0.653809,  -0.108451,  -0.622863,   1.036257,   0.208326,   0.351767, 0,0,0,0
    2503,   0.742676,  -0.148510,  -0.749389,   1.027467,   0.136178,   0.334066, 0,0,0,0
    2519,   0.665527,  -0.182218,  -0.756717,   1.021119,   0.113349,   0.297442, 0,0,0,0
    2534,   0.544922,  -0.199316,  -0.705911,   1.019166,   0.124092,   0.254959, 0,0,0,0
    2550,   0.383789,  -0.206644,  -0.645823,   1.022340,   0.143380,   0.239578, 0,0,0,0
    2566,   0.281250,  -0.200293,  -0.613581,   1.042727,   0.204663,   0.248733, 0,0,0,0
    2581,   0.260254,  -0.203713,  -0.669272,   1.066288,   0.257889,   0.249954, 0,0,0,0
