-0.107038, 0.954985, 0.078971
-0.107489, 0.957465, 0.082971
-0.108161, 0.959952, 0.087465
-0.109479, 0.962841, 0.091864
-0.110047, 0.965400, 0.096131
-0.110370, 0.968680, 0.100708
-0.110932, 0.972260, 0.105007
-0.111262, 0.976217, 0.108843
-0.111140, 0.979635, 0.112682
-0.111298, 0.982319, 0.115966
-0.111304, 0.983252, 0.117740
-0.111426, 0.983265, 0.118381
-0.111286, 0.981746, 0.117988
-0.110200, 0.980030, 0.117078
-0.108289, 0.978813, 0.116315
-0.106354, 0.979685, 0.116976
-0.103955, 0.981105, 0.118054
-0.101258, 0.982729, 0.118556
-0.098071, 0.983664, 0.118456
-0.094500, 0.984331, 0.118392
-0.091455, 0.985631, 0.118988
-0.088757, 0.987188, 0.120085
-0.086602, 0.988608, 0.121334
-0.084038, 0.989041, 0.122888
-0.081664, 0.990051, 0.124147
-0.078807, 0.990145, 0.124518
-0.075920, 0.989966, 0.125003
-0.073534, 0.989066, 0.125593
-0.071623, 0.988295, 0.125097
-0.069279, 0.986770, 0.124013
-0.066532, 0.986761, 0.124080
-0.062516, 0.987377, 0.124361
-0.058078, 0.988972, 0.125131
-0.054398, 0.990804, 0.125576
-0.051688, 0.991654, 0.125222
-0.048800, 0.990058, 0.123751
-0.046725, 0.987977, 0.122255
-0.045681, 0.986033, 0.122542
-0.045199, 0.985441, 0.123862
-0.044613, 0.985690, 0.125028
-0.043014, 0.985654, 0.125172
-0.040701, 0.985690, 0.125083
-0.037404, 0.986478, 0.125043
-0.033529, 0.988118, 0.125198
-0.030031, 0.989465, 0.125900
-0.027541, 0.990517, 0.126636
-0.025294, 0.991081, 0.127000
-0.023176, 0.991394, 0.127370
-0.020790, 0.992143, 0.128073
-0.018330, 0.993785, 0.128820
-0.015595, 0.994069, 0.129078
-0.013966, 0.994278, 0.129699
-0.012965, 0.995116, 0.130529
-0.011787, 0.995541, 0.131587
-0.010340, 0.995961, 0.132036
-0.009443, 0.995920, 0.132150
-0.008515, 0.996022, 0.131959
-0.006592, 0.996563, 0.130802
-0.004950, 0.997702, 0.130139
-0.003174, 0.998364, 0.129727
-0.002802, 0.998450, 0.130231
-0.003852, 0.998220, 0.130531
-0.005939, 0.996999, 0.130073
-0.008466, 0.994767, 0.129272
-0.011378, 0.991868, 0.128334
-0.014198, 0.989878, 0.127978
-0.016468, 0.989215, 0.128573
-0.017475, 0.989519, 0.128607
-0.017744, 0.989597, 0.127994
-0.018275, 0.989833, 0.127164
-0.019270, 0.990503, 0.126507
-0.019966, 0.990456, 0.125681
-0.021467, 0.990937, 0.125259
-0.023488, 0.991202, 0.126005
-0.025880, 0.990771, 0.127760
-0.029158, 0.990662, 0.130605
-0.032680, 0.990199, 0.133182
-0.036190, 0.988681, 0.135017
-0.039114, 0.986081, 0.135430
-0.042825, 0.983460, 0.135659
-0.046011, 0.981726, 0.135267
-0.047952, 0.980994, 0.135230
-0.049014, 0.981734, 0.135646
-0.049771, 0.983393, 0.136040
-0.050235, 0.985287, 0.136080
-0.050357, 0.986288, 0.135745
-0.050333, 0.985581, 0.134215
-0.050937, 0.984116, 0.133177
-0.051688, 0.982913, 0.133037
-0.051816, 0.981899, 0.133182
-0.051590, 0.982027, 0.133799
-0.051358, 0.982990, 0.134634
-0.050119, 0.982564, 0.134558
-0.048312, 0.982215, 0.133088
-0.045474, 0.982180, 0.131139
-0.041928, 0.982974, 0.127956
-0.037777, 0.983633, 0.124583
-0.034041, 0.984760, 0.121911
-0.030934, 0.986648, 0.120620
-0.027565, 0.988642, 0.119169
-0.023805, 0.989416, 0.116711
-0.020198, 0.988162, 0.113249
-0.017018, 0.985080, 0.109426
-0.014497, 0.981952, 0.105406
-0.012183, 0.979431, 0.101795
-0.010456, 0.977516, 0.098903
-0.010615, 0.977147, 0.098134
-0.012092, 0.977519, 0.098403
-0.014576, 0.977627, 0.098604
-0.016566, 0.977155, 0.099251
-0.018122, 0.976113, 0.099596
-0.019227, 0.975050, 0.099659
-0.020277, 0.974845, 0.099917
-0.021425, 0.975093, 0.100992
-0.023445, 0.976213, 0.104039
-0.025801, 0.977285, 0.108884
-0.028420, 0.978613, 0.114615
-0.030001, 0.980091, 0.119529
-0.029860, 0.981215, 0.122417
-0.029506, 0.982520, 0.124198
-0.029354, 0.984207, 0.126321
-0.029512, 0.986286, 0.129342
-0.029677, 0.988695, 0.132954
-0.029512, 0.990815, 0.137907
-0.028481, 0.992881, 0.142521
-0.025740, 0.994398, 0.146082
-0.021180, 0.994949, 0.146824
-0.015571, 0.995816, 0.145878
-0.009986, 0.997157, 0.145280
-0.006024, 0.999290, 0.145185
-0.003113, 1.001608, 0.146088
-0.000488, 1.003962, 0.147311
0.002649, 1.005736, 0.148425
0.006421, 1.007206, 0.149115
0.010719, 1.008312, 0.148078
0.015589, 1.008965, 0.145461
0.019935, 1.009420, 0.142090
0.023561, 1.009235, 0.138773
0.025697, 1.008524, 0.136058
0.027315, 1.007165, 0.134329
0.028548, 1.005810, 0.133712
0.029518, 1.004992, 0.133812
0.030556, 1.004244, 0.133622
0.031722, 1.003332, 0.131806
0.032772, 1.001510, 0.129157
0.032436, 1.000535, 0.126466
0.031716, 1.000109, 0.125175
0.031246, 0.999615, 0.125303
0.031301, 0.999484, 0.125717
0.031942, 0.999278, 0.125243
0.032961, 0.998810, 0.124023
0.033828, 0.997553, 0.122502
0.034218, 0.996309, 0.121499
0.033809, 0.995062, 0.120155
0.033187, 0.993926, 0.118688
0.033120, 0.992854, 0.117463
0.033132, 0.992592, 0.116870
0.032888, 0.993319, 0.117218
0.032546, 0.993784, 0.117784
0.032143, 0.994069, 0.118842
0.032045, 0.994137, 0.118876
0.032399, 0.994466, 0.117885
0.032271, 0.995021, 0.116772
0.031575, 0.995511, 0.116808
0.030031, 0.996496, 0.117675
0.028145, 0.997037, 0.119216
0.026509, 0.997333, 0.121099
0.025130, 0.997014, 0.121510
0.024434, 0.996186, 0.120675
0.024422, 0.995361, 0.119590
0.024104, 0.994991, 0.118711
0.023579, 0.994697, 0.118544
0.022456, 0.994518, 0.118321
0.020277, 0.994757, 0.119841
0.016883, 0.994875, 0.122410
0.012879, 0.994094, 0.125088
0.010377, 0.991528, 0.126760
0.009284, 0.987200, 0.127435
0.008570, 0.983551, 0.128687
0.007758, 0.982497, 0.129806
0.006397, 0.982948, 0.131892
0.005964, 0.983775, 0.133776
0.007807, 0.985454, 0.134684
0.012019, 0.987801, 0.133386
0.018397, 0.990616, 0.130676
0.026418, 0.993490, 0.127102
0.035775, 0.995959, 0.122172
0.045340, 0.998422, 0.117790
0.053525, 1.000784, 0.114557
0.060233, 1.002151, 0.112489
0.066551, 1.002473, 0.110399
0.071824, 1.002639, 0.107875
0.076701, 1.001693, 0.105935
0.081951, 0.999965, 0.102461
0.087585, 0.998294, 0.097702
0.093194, 0.997494, 0.092321
0.098578, 0.997763, 0.087085
0.102875, 0.999101, 0.082006
0.105652, 1.001089, 0.078236
0.107862, 1.001749, 0.075797
0.109321, 1.001065, 0.073736
0.108173, 0.999274, 0.073134
0.102619, 0.994498, 0.073249
0.095312, 0.991679, 0.077326
0.086919, 0.989629, 0.082046
0.078868, 0.988287, 0.087210
0.070323, 0.987957, 0.092558
0.061460, 0.987795, 0.097568
0.052811, 0.986325, 0.102158
0.043807, 0.984288, 0.106591
0.034340, 0.981739, 0.111066
0.025630, 0.979564, 0.115157
0.018501, 0.978359, 0.118466
0.012342, 0.978521, 0.122020
0.007050, 0.979605, 0.126707
0.001978, 0.981238, 0.132606
-0.004517, 0.982958, 0.139522
-0.011921, 0.983839, 0.146866
-0.017701, 0.982781, 0.152423
-0.022047, 0.981154, 0.155662
-0.023897, 0.981189, 0.157849
-0.023134, 0.983071, 0.158157
-0.019520, 0.987292, 0.159161
-0.016359, 0.989349, 0.158874
-0.014613, 0.990376, 0.159889
-0.014167, 0.990246, 0.160780
-0.014552, 0.989543, 0.161715
-0.015425, 0.988529, 0.162409
-0.016072, 0.988240, 0.163030
-0.015943, 0.989125, 0.163105
-0.014863, 0.990614, 0.163014
-0.014027, 0.992243, 0.164469
-0.014289, 0.993578, 0.166336
-0.014771, 0.993731, 0.167644
-0.015022, 0.992480, 0.167319
-0.014607, 0.990834, 0.165381
-0.013203, 0.989995, 0.161939
-0.011304, 0.990834, 0.159546
-0.010029, 0.992778, 0.158343
-0.009876, 0.994769, 0.158314
-0.011091, 0.995545, 0.158536
-0.013148, 0.994929, 0.159549
-0.014869, 0.993659, 0.159925
-0.016816, 0.992274, 0.159471
-0.018007, 0.991043, 0.158488
-0.019130, 0.989949, 0.157970
-0.020112, 0.988972, 0.157976
-0.020881, 0.988518, 0.158936
-0.021449, 0.988423, 0.159883
-0.021638, 0.987882, 0.160454
-0.021290, 0.986538, 0.160271
-0.020448, 0.984981, 0.159174
-0.019380, 0.984192, 0.159061
-0.018659, 0.984161, 0.160256
-0.018397, 0.985359, 0.162074
-0.018733, 0.986801, 0.163757
-0.019294, 0.987328, 0.164754
-0.019996, 0.987171, 0.164319
-0.020631, 0.987377, 0.162529
-0.020894, 0.987541, 0.161463
-0.021345, 0.987439, 0.160853
-0.021583, 0.987073, 0.160414
-0.022419, 0.986995, 0.159928
-0.022755, 0.986703, 0.159590
-0.023378, 0.986507, 0.159488
-0.024086, 0.986338, 0.159529
-0.024580, 0.986111, 0.159200
-0.024873, 0.985230, 0.158826
-0.025105, 0.984321, 0.158543
-0.025032, 0.983879, 0.158783
-0.025264, 0.984557, 0.159373
-0.025014, 0.985638, 0.159036
-0.024397, 0.986237, 0.156923
-0.023946, 0.987022, 0.154900
-0.023976, 0.987741, 0.154203
-0.024092, 0.988700, 0.154434
-0.024263, 0.989546, 0.156070
-0.024507, 0.989869, 0.157630
-0.024690, 0.988718, 0.159721
-0.024721, 0.987356, 0.160977
-0.023811, 0.986119, 0.161795
-0.022841, 0.985313, 0.162084
-0.021950, 0.985327, 0.162646
-0.021773, 0.986307, 0.163293
-0.021992, 0.987169, 0.163898
-0.021998, 0.987437, 0.164155
-0.021956, 0.987329, 0.164590
-0.021962, 0.987164, 0.164777
-0.022120, 0.987297, 0.165180
-0.022804, 0.987537, 0.165699
-0.023604, 0.987991, 0.166179
-0.024599, 0.988094, 0.166947
-0.025807, 0.987832, 0.168015
-0.026717, 0.986639, 0.167888
-0.027144, 0.984854, 0.166584
-0.027443, 0.982776, 0.165119
-0.027724, 0.981102, 0.164156
-0.027431, 0.980146, 0.164120
-0.027290, 0.980061, 0.164952
-0.027406, 0.980660, 0.166435
-0.027937, 0.981891, 0.168120
-0.028847, 0.983310, 0.169577
-0.029543, 0.984386, 0.170766
-0.029463, 0.984573, 0.171325
-0.028883, 0.984975, 0.171790
-0.028352, 0.986533, 0.172296
-0.028005, 0.988766, 0.173012
-0.027858, 0.991276, 0.173515
-0.027718, 0.993200, 0.173221
-0.027699, 0.993793, 0.172628
-0.028023, 0.993752, 0.172272
-0.028774, 0.993086, 0.172159
-0.030171, 0.992076, 0.172475
-0.032204, 0.990485, 0.173061
-0.033614, 0.988639, 0.173146
-0.033828, 0.987132, 0.172698
-0.033083, 0.986840, 0.171811
-0.032174, 0.987417, 0.170173
-0.031057, 0.988571, 0.167698
-0.030153, 0.989654, 0.165084
-0.029799, 0.989757, 0.162929
-0.029616, 0.988942, 0.161307
-0.029561, 0.987926, 0.160158
-0.029354, 0.986984, 0.159036
-0.029213, 0.985886, 0.157699
-0.030062, 0.984403, 0.156850
-0.031380, 0.982097, 0.156124
-0.032613, 0.980314, 0.155883
-0.033846, 0.979227, 0.155987
-0.034719, 0.979049, 0.156179
-0.035140, 0.979120, 0.155890
-0.035268, 0.979681, 0.155949
-0.035116, 0.980903, 0.155918
-0.034524, 0.982721, 0.155997
-0.034243, 0.984426, 0.156442
-0.034615, 0.985768, 0.156949
-0.035653, 0.986437, 0.157696
-0.037038, 0.986600, 0.158699
-0.037844, 0.986120, 0.159158
-0.038265, 0.984347, 0.158910
-0.038876, 0.982656, 0.157910
-0.039529, 0.981256, 0.157034
-0.040243, 0.979768, 0.156453
-0.041329, 0.979604, 0.156537
-0.042166, 0.980282, 0.157468
-0.042776, 0.981320, 0.157917
-0.043295, 0.982313, 0.158137
-0.044174, 0.982239, 0.157993
-0.045016, 0.982172, 0.158283
-0.046493, 0.982556, 0.158967
-0.048190, 0.982752, 0.159917
-0.049673, 0.982220, 0.159848
-0.050357, 0.980898, 0.159006
-0.050125, 0.979737, 0.158454
-0.049710, 0.979923, 0.158439
-0.049515, 0.980775, 0.158634
-0.049130, 0.980794, 0.158251
-0.048428, 0.980201, 0.157501
-0.047494, 0.979283, 0.157064
-0.046365, 0.979578, 0.157360
-0.045077, 0.980832, 0.158765
-0.043539, 0.982820, 0.160110
-0.041793, 0.984323, 0.160801
-0.040164, 0.984356, 0.160931
-0.038284, 0.983540, 0.160012
-0.036263, 0.983049, 0.159731
-0.034225, 0.983133, 0.159820
-0.032100, 0.983911, 0.160299
-0.029811, 0.984605, 0.160742
-0.026509, 0.984764, 0.160616
-0.022884, 0.985470, 0.160395
-0.019392, 0.986609, 0.160885
-0.016676, 0.988271, 0.161817
-0.014887, 0.990106, 0.162061
-0.014057, 0.991051, 0.162505
-0.013752, 0.991365, 0.163284
-0.013782, 0.991791, 0.164208
-0.014478, 0.991866, 0.165653
-0.016303, 0.992306, 0.167225
-0.018568, 0.992229, 0.168485
-0.020680, 0.991391, 0.169084
-0.022603, 0.990044, 0.169358
-0.024934, 0.989842, 0.169946
-0.027199, 0.990229, 0.170771
-0.029256, 0.990694, 0.171771
-0.030312, 0.990787, 0.172203
-0.030428, 0.990739, 0.172158
-0.030031, 0.990624, 0.171035
-0.030220, 0.989516, 0.169674
-0.031734, 0.988116, 0.169054
-0.033767, 0.986330, 0.169001
-0.035146, 0.985254, 0.168948
-0.035702, 0.984719, 0.168787
-0.035042, 0.984362, 0.168384
-0.033657, 0.984120, 0.166974
-0.031881, 0.983824, 0.165122
-0.030568, 0.983548, 0.163509
-0.029110, 0.982748, 0.161675
-0.027034, 0.981100, 0.160420
-0.025288, 0.980284, 0.160001
-0.023878, 0.980061, 0.159886
-0.023018, 0.980696, 0.160205
-0.022645, 0.981160, 0.160545
-0.021797, 0.981038, 0.160570
-0.021620, 0.981682, 0.160687
-0.021431, 0.982045, 0.160455
-0.021797, 0.981874, 0.160270
-0.023396, 0.982185, 0.161152
-0.025154, 0.982176, 0.162550
-0.026186, 0.982509, 0.163476
-0.026650, 0.982535, 0.164154
-0.027065, 0.982417, 0.164216
-0.026833, 0.982746, 0.164098
-0.026503, 0.982939, 0.164010
-0.025862, 0.982855, 0.164158
-0.025716, 0.982923, 0.164534
-0.025471, 0.982478, 0.165299
-0.025062, 0.983182, 0.167281
-0.025142, 0.985754, 0.169614
-0.024715, 0.987985, 0.170647
-0.024196, 0.989677, 0.171195
-0.023732, 0.990518, 0.171457
-0.022865, 0.990446, 0.171191
-0.022645, 0.990121, 0.171364
-0.022481, 0.988756, 0.172443
-0.022194, 0.987311, 0.173610
-0.021681, 0.986586, 0.174514
-0.020112, 0.984980, 0.174556
-0.018873, 0.984883, 0.174099
-0.017726, 0.985075, 0.173340
-0.016883, 0.985184, 0.172894
-0.017353, 0.985820, 0.173633
-0.018281, 0.985017, 0.174777
-0.019349, 0.984127, 0.176118
-0.020442, 0.983975, 0.177637
-0.021022, 0.983671, 0.178934
-0.021370, 0.983879, 0.179646
-0.022224, 0.984349, 0.179200
-0.022444, 0.983014, 0.177949
-0.022401, 0.980391, 0.176902
-0.022426, 0.977790, 0.175466
-0.022237, 0.975291, 0.174663
-0.022127, 0.974680, 0.175890
-0.021803, 0.975794, 0.177795
-0.021583, 0.978186, 0.179294
-0.022414, 0.981050, 0.181135
-0.024019, 0.983588, 0.183044
-0.026235, 0.985815, 0.185505
-0.027687, 0.986414, 0.187323
-0.029488, 0.986568, 0.188845
-0.031600, 0.986334, 0.189840
-0.034115, 0.985610, 0.190634
-0.038088, 0.986345, 0.191788
-0.042996, 0.986949, 0.193570
-0.049002, 0.986795, 0.195259
-0.055423, 0.986352, 0.196440
-0.062217, 0.985591, 0.197763
-0.067924, 0.983987, 0.199367
-0.073558, 0.983681, 0.201409
-0.078392, 0.984422, 0.203533
-0.081859, 0.985005, 0.205296
-0.084515, 0.986002, 0.206262
-0.086266, 0.985817, 0.205526
-0.087396, 0.984430, 0.203845
-0.087890, 0.982299, 0.201993
-0.087560, 0.979288, 0.199883
-0.086571, 0.976273, 0.198206
-0.084344, 0.974419, 0.195916
-0.080663, 0.973321, 0.194000
-0.076146, 0.972973, 0.192987
-0.071470, 0.973934, 0.192553
-0.066093, 0.975173, 0.192548
-0.059806, 0.975384, 0.192394
-0.053617, 0.976261, 0.192303
-0.046854, 0.977417, 0.192495
-0.039816, 0.978587, 0.193097
-0.032613, 0.979868, 0.193155
-0.026375, 0.980852, 0.192563
-0.021211, 0.980988, 0.191136
-0.017109, 0.980424, 0.189527
-0.013935, 0.979948, 0.188587
-0.011427, 0.979585, 0.188032
-0.008991, 0.979292, 0.187633
-0.006653, 0.979189, 0.187457
-0.004169, 0.979417, 0.187456
-0.001990, 0.980624, 0.187620
-0.000128, 0.982396, 0.188154
0.000580, 0.983268, 0.190340
-0.000336, 0.983619, 0.192928
-0.001606, 0.983158, 0.195102
-0.002784, 0.982520, 0.197005
-0.003125, 0.981758, 0.198035
-0.003180, 0.981474, 0.198942
-0.002509, 0.981068, 0.199368
-0.001630, 0.980258, 0.199278
-0.000806, 0.980165, 0.198682
-0.000153, 0.980155, 0.198535
0.000458, 0.981015, 0.198883
0.001324, 0.981883, 0.199109
0.002332, 0.982366, 0.199616
0.003107, 0.983925, 0.201207
0.004462, 0.985256, 0.203392
0.005640, 0.986072, 0.205252
0.006122, 0.986560, 0.207187
0.005536, 0.985774, 0.208918
0.004602, 0.984506, 0.210289
0.004547, 0.983387, 0.211124
0.005945, 0.983414, 0.211046
0.008558, 0.984704, 0.210207
0.011451, 0.986375, 0.208874
0.014130, 0.987888, 0.207143
0.015882, 0.988776, 0.205826
0.017097, 0.988458, 0.204327
0.017909, 0.987192, 0.202665
0.018598, 0.985914, 0.201252
0.019361, 0.984378, 0.200681
0.020686, 0.984047, 0.201012
0.022230, 0.984362, 0.201577
0.024415, 0.984795, 0.202447
0.026350, 0.985100, 0.202530
0.028694, 0.983776, 0.201884
0.030501, 0.982530, 0.200814
0.032283, 0.982601, 0.200006
0.034420, 0.983293, 0.198917
0.037038, 0.984657, 0.197289
0.039980, 0.985451, 0.195387
0.041873, 0.985430, 0.194013
0.041769, 0.985651, 0.193157
0.040170, 0.985693, 0.192921
0.038540, 0.985782, 0.192834
0.037148, 0.985438, 0.193153
0.036294, 0.984724, 0.192989
0.035537, 0.984240, 0.193233
0.034444, 0.984234, 0.194338
0.033443, 0.984715, 0.195491
0.033516, 0.985738, 0.196171
0.035207, 0.986470, 0.195365
0.038107, 0.987024, 0.194337
0.040713, 0.987588, 0.192906
0.042233, 0.989373, 0.192715
0.043057, 0.991331, 0.192312
0.043673, 0.993101, 0.191503
0.044058, 0.993865, 0.190370
0.044442, 0.994348, 0.189051
0.044778, 0.994719, 0.187904
0.044229, 0.995003, 0.187631
0.043240, 0.995088, 0.187232
0.042312, 0.993662, 0.187082
0.041165, 0.992457, 0.186472
0.039706, 0.991389, 0.185637
0.038052, 0.990677, 0.183838
0.036990, 0.990820, 0.181177
0.036556, 0.991982, 0.177970
0.036874, 0.993078, 0.175077
0.037142, 0.993415, 0.172725
0.036135, 0.992620, 0.171324
0.032351, 0.991424, 0.171319
0.026314, 0.989871, 0.171626
0.019874, 0.988462, 0.172307
