       9,  -0.121040,  -0.193432,   0.984130
      24,  -0.119575,  -0.195141,   0.982665
      40,  -0.116279,  -0.194897,   0.980345
      55,  -0.116889,  -0.198926,   0.977660
      71,  -0.113960,  -0.204297,   0.975584
      87,  -0.113593,  -0.209547,   0.974852
     102,  -0.114204,  -0.214185,   0.975096
     118,  -0.111518,  -0.220778,   0.974486
     133,  -0.111396,  -0.225050,   0.977904
     149,  -0.107734,  -0.234084,   0.977416
     165,  -0.108222,  -0.239456,   0.979003
     180,  -0.108588,  -0.245926,   0.978392
     196,  -0.108466,  -0.247513,   0.980345
     212,  -0.111518,  -0.250320,   0.982909
     227,  -0.113105,  -0.251907,   0.986205
     243,  -0.112495,  -0.250931,   0.991210
     259,  -0.113227,  -0.250443,   0.993896
     274,  -0.115180,  -0.247513,   0.993530
     290,  -0.116157,  -0.246780,   0.995239
     305,  -0.118599,  -0.245437,   0.993896
     321,  -0.118232,  -0.239578,   0.992797
     337,  -0.119575,  -0.236892,   0.994384
     352,  -0.122261,  -0.232131,   0.993164
     368,  -0.126289,  -0.222853,   0.987914
     383,  -0.136788,  -0.207471,   0.980223
     399,  -0.140939,  -0.198682,   0.963255
     415,  -0.152414,  -0.197583,   0.949216
     430,  -0.159006,  -0.207471,   0.945431
     446,  -0.161204,  -0.211133,   0.956418
     461,  -0.151315,  -0.218946,   0.980834
     477,  -0.154856,  -0.216017,   0.997314
     493,  -0.155832,  -0.192211,   0.994873
     508,  -0.169261,  -0.166087,   0.977660
     524,  -0.164866,  -0.142892,   0.953000
     540,  -0.155710,  -0.148019,   0.933346
     555,  -0.143624,  -0.179393,   0.933834
     571,  -0.137032,  -0.211133,   0.956784
     587,  -0.122505,  -0.234572,   0.990600
     602,  -0.114082,  -0.242385,   1.004029
     618,  -0.111030,  -0.242385,   0.998901
     633,  -0.116889,  -0.235183,   0.989990
     649,  -0.114570,  -0.218580,   0.970701
     665,  -0.111518,  -0.203443,   0.963743
     680,  -0.112739,  -0.202222,   0.963377
     696,  -0.107856,  -0.199780,   0.971922
     711,  -0.099188,  -0.210401,   0.984008
     727,  -0.109565,  -0.211378,   0.978148
     743,  -0.107734,  -0.207593,   0.976927
     758,  -0.118721,  -0.195874,   0.988403
     774,  -0.113227,  -0.182567,   1.004029
     790,  -0.113227,  -0.185253,   1.031130
     805,  -0.117012,  -0.185253,   1.035036
     821,  -0.108832,  -0.182689,   1.025148
     836,  -0.108344,  -0.187206,   1.014771
     852,  -0.113960,  -0.197583,   1.000000
     868,  -0.117622,  -0.210523,   0.987426
     883,  -0.120796,  -0.201856,   0.988525
     899,  -0.117744,  -0.202222,   0.972655
     915,  -0.115913,  -0.203687,   0.964842
     930,  -0.116035,  -0.205884,   0.958249
     946,  -0.117744,  -0.213453,   0.968016
     961,  -0.117744,  -0.209547,   0.984618
     977,  -0.121651,  -0.205518,   0.995361
     993,  -0.116035,  -0.204297,   1.003662
    1008,  -0.115547,  -0.202100,   0.998291
    1024,  -0.121406,  -0.191235,   0.990356
    1040,  -0.125435,  -0.175365,   0.983275
    1055,  -0.131905,  -0.173045,   0.981444
    1071,  -0.133858,  -0.173045,   0.980345
    1086,  -0.133614,  -0.175487,   0.984496
    1102,  -0.128121,  -0.188427,   0.982787
    1118,  -0.123726,  -0.201245,   0.991821
    1133,  -0.125069,  -0.209424,   0.987792
    1149,  -0.131295,  -0.211378,   0.984008
    1164,  -0.136910,  -0.206372,   0.976317
    1180,  -0.134347,  -0.196240,   0.965696
    1196,  -0.128731,  -0.185863,   0.963865
    1211,  -0.128243,  -0.187695,   0.978636
    1227,  -0.130562,  -0.190869,   0.997192
    1243,  -0.138986,  -0.189648,   1.002686
    1258,  -0.137887,  -0.183788,   1.003540
    1274,  -0.133858,  -0.175365,   0.994629
    1289,  -0.126900,  -0.175487,   0.982055
    1305,  -0.118232,  -0.186718,   0.975829
    1321,  -0.114936,  -0.205030,   0.971678
    1336,  -0.116523,  -0.207105,   0.979613
    1352,  -0.120186,  -0.210645,   0.984862
    1368,  -0.120430,  -0.212965,   0.982543
    1383,  -0.120674,  -0.214796,   0.983520
    1399,  -0.124702,  -0.211133,   0.979613
    1414,  -0.125557,  -0.208448,   0.978270
    1430,  -0.132271,  -0.200269,   0.976073
    1446,  -0.129708,  -0.189770,   0.973753
    1461,  -0.130806,  -0.186596,   0.979857
    1477,  -0.134957,  -0.189526,   0.987304
    1493,  -0.136544,  -0.188549,   0.996094
    1508,  -0.134102,  -0.187572,   0.992553
    1524,  -0.129830,  -0.183544,   0.990234
    1539,  -0.129341,  -0.179393,   0.984984
    1555,  -0.126534,  -0.187206,   0.980468
    1571,  -0.136910,  -0.197461,   0.974242
    1586,  -0.138863,  -0.207349,   0.962156
    1602,  -0.122383,  -0.214674,   0.970701
    1618,  -0.124702,  -0.218946,   0.971800
    1633,  -0.120308,  -0.217237,   0.972166
    1649,  -0.116889,  -0.214185,   0.979247
    1664,  -0.119697,  -0.210401,   0.992187
    1680,  -0.118354,  -0.199414,   0.991943
    1695,  -0.123360,  -0.181591,   0.986571
    1711,  -0.129341,  -0.168773,   0.986938
    1727,  -0.131783,  -0.167796,   0.985839
    1743,  -0.132027,  -0.177318,   0.988403
    1758,  -0.137887,  -0.191967,   0.978758
    1774,  -0.132882,  -0.204785,   0.973387
    1789,  -0.131539,  -0.212721,   0.969847
    1805,  -0.137521,  -0.213575,   0.971190
    1821,  -0.137521,  -0.207227,   0.972533
    1836,  -0.140206,  -0.200635,   0.977904
    1852,  -0.138131,  -0.198193,   0.992309
    1867,  -0.131173,  -0.191235,   0.998901
    1883,  -0.130562,  -0.180736,   0.998291
    1899,  -0.125069,  -0.168406,   0.994751
    1914,  -0.132393,  -0.160715,   0.992919
    1930,  -0.128975,  -0.163401,   0.979369
    1946,  -0.123115,  -0.178417,   0.977171
    1961,  -0.115180,  -0.194043,   0.981322
    1977,  -0.110175,  -0.220533,   0.994384
    1992,  -0.112128,  -0.234939,   0.998535
    2008,  -0.115547,  -0.221388,   1.003296
    2024,  -0.126167,  -0.196362,   0.998291
    2039,  -0.131417,  -0.173778,   0.986694
    2055,  -0.131539,  -0.159983,   0.981566
    2071,  -0.135079,  -0.172801,   0.974242
    2086,  -0.140328,  -0.181102,   0.965696
    2102,  -0.136056,  -0.195752,   0.961179
    2117,  -0.134469,  -0.207349,   0.967283
    2133,  -0.147409,  -0.219557,   0.977171
    2149,  -0.148019,  -0.212476,   0.983397
    2164,  -0.136056,  -0.191479,   0.984984
    2180,  -0.119087,  -0.177440,   0.983275
    2195,  -0.120308,  -0.181347,   0.975340
    2211,  -0.125435,  -0.187572,   0.974486
    2227,  -0.128853,  -0.194775,   0.974852
    2242,  -0.133614,  -0.200146,   0.976561
    2258,  -0.130196,  -0.202466,   0.968138
    2274,  -0.126045,  -0.209669,   0.969481
    2289,  -0.126900,  -0.214185,   0.974608
    2305,  -0.115302,  -0.192700,   0.959104
    2320,  -0.124214,  -0.209913,   0.979247
    2336,  -0.144479,  -0.209424,   1.020265
    2352,  -0.135445,  -0.197217,   1.017457
    2367,  -0.139352,  -0.167552,   1.005738
    2383,  -0.131295,  -0.160593,   0.986327
    2399,  -0.139108,  -0.168284,   0.991210
    2414,  -0.136788,  -0.186474,   0.998657
    2430,  -0.142282,  -0.184154,   1.015260
    2445,  -0.140450,  -0.178539,   1.007203
    2461,  -0.133980,  -0.173900,   0.989623
    2476,  -0.130440,  -0.174876,   0.971068
    2492,  -0.127999,  -0.181224,   0.964597
    2508,  -0.120918,  -0.197949,   0.968382
    2524,  -0.113227,  -0.212232,   0.984618
    2539,  -0.117134,  -0.226027,   0.998413
    2555,  -0.114082,  -0.221388,   0.998291
    2570,  -0.111030,  -0.199048,   0.986938
    2586,  -0.111640,  -0.191601,   0.969969
    2602,  -0.123482,  -0.188671,   0.968260
    2617,  -0.135812,  -0.197827,   0.973143
    2633,  -0.142526,  -0.197705,   0.977293
    2649,  -0.150461,  -0.186108,   0.976439
    2664,  -0.152048,  -0.178783,   0.972899
    2680,  -0.149850,  -0.173656,   0.979125
    2695,  -0.147653,  -0.170604,   0.990844
    2711,  -0.145578,  -0.174510,   1.000366
    2727,  -0.141183,  -0.175121,   1.005615
    2742,  -0.135445,  -0.174998,   1.006470
    2758,  -0.129341,  -0.177074,   1.001587
    2774,  -0.123970,  -0.179271,   0.993286
    2789,  -0.121528,  -0.184154,   0.981200
    2805,  -0.120674,  -0.192334,   0.972044
    2820,  -0.115302,  -0.207959,   0.965208
    2836,  -0.118476,  -0.218214,   0.968870
    2852,  -0.118476,  -0.222609,   0.968626
    2867,  -0.113715,  -0.222120,   0.968870
    2883,  -0.116279,  -0.212965,   0.977904
    2899,  -0.121284,  -0.202588,   0.976927
    2914,  -0.132149,  -0.189037,   0.980468
    2930,  -0.143258,  -0.176341,   0.993164
    2945,  -0.148141,  -0.169627,   0.994384
    2961,  -0.150705,  -0.163767,   0.990722
    2977,  -0.153391,  -0.163279,   0.988769
    2992,  -0.146798,  -0.169749,   0.983764
    3008,  -0.141793,  -0.170970,   0.993286
    3023,  -0.133126,  -0.178539,   1.010255
    3039,  -0.129097,  -0.183788,   1.018556
    3055,  -0.125557,  -0.188549,   1.006592
    3070,  -0.117988,  -0.187572,   0.994262
    3086,  -0.114448,  -0.191113,   0.989135
    3102,  -0.118721,  -0.192578,   0.987548
    3117,  -0.114692,  -0.194165,   0.981322
    3133,  -0.121651,  -0.197705,   0.977660
    3148,  -0.124214,  -0.203809,   0.969969
